Serial No,Customer Name,Customer Mobile Number,Customer Email,Account Number,Account Type,Customer Address,Branch Name,IFSC Code,MICR Code,Branch Address,Transaction Date,Transaction Time,Value Date,Description,Cheque Number,Debit,Credit,Balance
134,Customer2,1234500002,c2@gmail.com,2,Savings ,Customer_Address2,Branch2,BARB0IFSC2,MICR2,Branch_Address2,15-04-2024,11:30:00,15-04-2024,SIP Investment,,5000,,190519
135,Customer2,1234500002,c2@gmail.com,2,Savings ,Customer_Address2,Branch2,BARB0IFSC2,MICR2,Branch_Address2,20-04-2024,16:15:00,20-04-2024,Electricity Bill Payment,,1900,,188619
136,Customer2,1234500002,c2@gmail.com,2,Savings ,Customer_Address2,Branch2,BARB0IFSC2,MICR2,Branch_Address2,25-04-2024,10:00:00,25-04-2024,Salary Credit,,,65000,253619
137,Customer2,1234500002,c2@gmail.com,2,Savings ,Customer_Address2,Branch2,BARB0IFSC2,MICR2,Branch_Address2,30-04-2024,13:45:00,30-04-2024,Cheque Deposit,123456,,25000,278619
138,Customer2,1234500002,c2@gmail.com,2,Savings ,Customer_Address2,Branch2,BARB0IFSC2,MICR2,Branch_Address2,05-05-2024,9:30:00,05-05-2024,ATM Withdrawal,,10000,,268619
139,Customer2,1234500002,c2@gmail.com,2,Savings ,Customer_Address2,Branch2,BARB0IFSC2,MICR2,Branch_Address2,12-05-2024,14:20:00,12-05-2024,Home Appliance Purchase,,15000,,253619
140,Customer2,1234500002,c2@gmail.com,2,Savings ,Customer_Address2,Branch2,BARB0IFSC2,MICR2,Branch_Address2,15-05-2024,11:30:00,15-05-2024,SIP Investment,,5000,,248619
141,Customer2,1234500002,c2@gmail.com,2,Savings ,Customer_Address2,Branch2,BARB0IFSC2,MICR2,Branch_Address2,22-05-2024,16:00:00,22-05-2024,Electricity Bill Payment,,1850,,246769
142,Customer2,1234500002,c2@gmail.com,2,Savings ,Customer_Address2,Branch2,BARB0IFSC2,MICR2,Branch_Address2,25-05-2024,10:00:00,25-05-2024,Salary Credit,,,65000,311769
143,Customer2,1234500002,c2@gmail.com,2,Savings ,Customer_Address2,Branch2,BARB0IFSC2,MICR2,Branch_Address2,01-06-2024,12:15:00,01-06-2024,Mobile Phone Purchase,,20000,,291769
144,Customer2,1234500002,c2@gmail.com,2,Savings ,Customer_Address2,Branch2,BARB0IFSC2,MICR2,Branch_Address2,08-06-2024,15:30:00,08-06-2024,Restaurant Bill,,3500,,288269
145,Customer2,1234500002,c2@gmail.com,2,Savings ,Customer_Address2,Branch2,BARB0IFSC2,MICR2,Branch_Address2,15-06-2024,11:30:00,15-06-2024,SIP Investment,,5000,,283269
146,Customer2,1234500002,c2@gmail.com,2,Savings ,Customer_Address2,Branch2,BARB0IFSC2,MICR2,Branch_Address2,20-06-2024,9:45:00,20-06-2024,Grocery Shopping,,4000,,279269
147,Customer2,1234500002,c2@gmail.com,2,Savings ,Customer_Address2,Branch2,BARB0IFSC2,MICR2,Branch_Address2,25-06-2024,10:00:00,25-06-2024,Salary Credit,,,65000,344269
148,Customer2,1234500002,c2@gmail.com,2,Savings ,Customer_Address2,Branch2,BARB0IFSC2,MICR2,Branch_Address2,28-06-2024,16:30:00,28-06-2024,Electricity Bill Payment,,2100,,342169
149,Customer2,1234500002,c2@gmail.com,2,Savings ,Customer_Address2,Branch2,BARB0IFSC2,MICR2,Branch_Address2,30-06-2024,23:59:00,30-06-2024,Quarterly Interest Credit,,,3368,345537
150,Customer2,1234500002,c2@gmail.com,2,Savings ,Customer_Address2,Branch2,BARB0IFSC2,MICR2,Branch_Address2,05-07-2024,22:15:00,05-07-2024,Online Shopping - Myntra,,26983,,318554
151,Customer2,1234500002,c2@gmail.com,2,Savings ,Customer_Address2,Branch2,BARB0IFSC2,MICR2,Branch_Address2,10-07-2024,11:00:00,10-07-2024,Fuel Refill,,2500,,316054
152,Customer2,1234500002,c2@gmail.com,2,Savings ,Customer_Address2,Branch2,BARB0IFSC2,MICR2,Branch_Address2,15-07-2024,11:30:00,15-07-2024,SIP Investment,,5000,,311054
153,Customer2,1234500002,c2@gmail.com,2,Savings ,Customer_Address2,Branch2,BARB0IFSC2,MICR2,Branch_Address2,20-07-2024,16:45:00,20-07-2024,Movie Tickets,,1000,,310054
154,Customer2,1234500002,c2@gmail.com,2,Savings ,Customer_Address2,Branch2,BARB0IFSC2,MICR2,Branch_Address2,25-07-2024,10:00:00,25-07-2024,Salary Credit,,,65000,375054
155,Customer2,1234500002,c2@gmail.com,2,Savings ,Customer_Address2,Branch2,BARB0IFSC2,MICR2,Branch_Address2,30-07-2024,13:30:00,30-07-2024,Electricity Bill Payment,,2050,,373004
156,Customer2,1234500002,c2@gmail.com,2,Savings ,Customer_Address2,Branch2,BARB0IFSC2,MICR2,Branch_Address2,31-07-2024,22:17:00,31-07-2024,Online Shopping - Flipkart,,4500,,368504
157,Customer2,1234500002,c2@gmail.com,2,Savings ,Customer_Address2,Branch2,BARB0IFSC2,MICR2,Branch_Address2,31-07-2024,22:18:00,31-07-2024,Online Shopping - Nayka,,5400,,363104
158,Customer2,1234500002,c2@gmail.com,2,Savings ,Customer_Address2,Branch2,BARB0IFSC2,MICR2,Branch_Address2,31-07-2024,22:20:00,31-07-2024,Online Shopping - Amazon,,2800,,360304
159,Customer2,1234500002,c2@gmail.com,2,Savings ,Customer_Address2,Branch2,BARB0IFSC2,MICR2,Branch_Address2,31-07-2024,22:22:00,31-07-2024,Online Shopping - Amazon,,3660,,356644
160,Customer2,1234500002,c2@gmail.com,2,Savings ,Customer_Address2,Branch2,BARB0IFSC2,MICR2,Branch_Address2,31-07-2024,22:24:00,31-07-2024,Online Shopping - Amazon,,7123,,349521
161,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,05-04-2024,14:30:00,05-04-2024,Electricity Bill Payment,,2150,,147850
162,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,10-04-2024,11:45:00,10-04-2024,ATM Withdrawal,,5000,,142850
163,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,15-04-2024,16:20:00,15-04-2024,Online Shopping - Amazon,,3500,,139350
164,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,20-04-2024,10:00:00,20-04-2024,SIP Investment,,10000,,129350
165,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,25-04-2024,9:30:00,25-04-2024,Salary Credit,,,85000,214350
166,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,28-04-2024,13:15:00,28-04-2024,Grocery Shopping,,4500,,209850
167,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,03-05-2024,15:45:00,03-05-2024,Mobile Recharge,,999,,208851
168,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,08-05-2024,12:30:00,08-05-2024,Restaurant Bill,,2800,,206051
169,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,12-05-2024,17:00:00,12-05-2024,Movie Tickets,,1200,,204851
170,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,18-05-2024,10:30:00,18-05-2024,Gas Bill Payment,,850,,204001
171,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,20-05-2024,9:45:00,20-05-2024,SIP Investment,,10000,,194001
172,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,25-05-2024,9:30:00,25-05-2024,Salary Credit,,,85000,279001
173,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,30-05-2024,14:00:00,30-05-2024,Cheque Deposit,123456,,15000,294001
174,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,02-06-2024,11:20:00,02-06-2024,Car Insurance Premium,,12500,,281501
175,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,07-06-2024,16:15:00,07-06-2024,Online Course Fee,,8000,,273501
176,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,12-06-2024,13:45:00,12-06-2024,Clothing Purchase,,6500,,267001
177,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,17-06-2024,10:10:00,17-06-2024,Health Checkup,,3500,,263501
178,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,20-06-2024,9:50:00,20-06-2024,SIP Investment,,10000,,253501
179,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,25-06-2024,9:30:00,25-06-2024,Salary Credit,,,85000,338501
180,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,28-06-2024,15:30:00,28-06-2024,Flight Tickets,,18000,,320501
181,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,30-06-2024,23:59:59,30-06-2024,Quarterly Interest Credit,,,3205.01,323706.01
182,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,04-07-2024,12:00:00,04-07-2024,Property Tax Payment,,15000,,308706.01
183,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,09-07-2024,14:20:00,09-07-2024,Home Appliance Purchase,,22000,,286706.01
184,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,14-07-2024,11:30:00,14-07-2024,Charity Donation,,5000,,281706.01
185,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,18-07-2024,16:45:00,18-07-2024,Vehicle Servicing,,4500,,277206.01
186,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,20-07-2024,10:05:00,20-07-2024,SIP Investment,,10000,,267206.01
187,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,25-07-2024,9:30:00,25-07-2024,Salary Credit,,,85000,352206.01
188,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,29-07-2024,13:00:00,29-07-2024,Cheque Payment,789012,25000,,327206.01
189,Customer3,1234500003,c3@gmail.com,3,Savings ,Customer_Address3,Branch3,BARB0IFSC3,MICR3,Branch_Address3,31-07-2024,17:30:00,31-07-2024,Internet Bill Payment,,1499,,325707.01
190,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,18-06-2023,14:22:35,18-06-2023,ATM Withdrawal - HDFC Bank ATM Bandra,,5000,,45000
191,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,22-06-2023,10:15:42,22-06-2023,NEFT-Amazon Refund,,,1200,46200
192,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,25-06-2023,20:05:18,25-06-2023,UPI-Swiggy Food Order,,850,,45350
193,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,30-06-2023,11:00:00,30-06-2023,Salary Credit,,,65000,110350
194,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,02-07-2023,15:30:27,02-07-2023,Electricity Bill Payment-BEST,,2200,,108150
195,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,07-07-2023,9:45:13,07-07-2023,SIP Investment-ICICI Prudential,,5000,,103150
196,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,12-07-2023,16:20:55,12-07-2023,Mobile Recharge-Jio,,999,,102151
197,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,18-07-2023,11:35:40,18-07-2023,Cheque Deposit,123456,,15000,117151
198,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,24-07-2023,13:50:22,24-07-2023,POS Transaction-Shoppers Stop,,3500,,113651
199,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,30-07-2023,11:00:00,30-07-2023,Salary Credit,,,65000,178651
200,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,05-08-2023,14:15:30,05-08-2023,DTH Recharge-Tata Sky,,600,,178051
201,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,07-08-2023,9:45:13,07-08-2023,SIP Investment-ICICI Prudential,,5000,,173051
202,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,13-08-2023,18:30:45,13-08-2023,UPI-Zomato Food Order,,750,,172301
203,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,19-08-2023,10:25:18,19-08-2023,IMPS Transfer to Rahul,,10000,,162301
204,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,25-08-2023,16:40:33,25-08-2023,Amazon Shopping,,4500,,157801
205,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,30-08-2023,11:00:00,30-08-2023,Salary Credit,,,65000,222801
206,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,03-09-2023,12:10:25,03-09-2023,Electricity Bill Payment-BEST,,2350,,220451
207,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,07-09-2023,9:45:13,07-09-2023,SIP Investment-ICICI Prudential,,5000,,215451
208,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,14-09-2023,15:55:40,14-09-2023,Movie Tickets-BookMyShow,,1200,,214251
209,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,20-09-2023,11:30:18,20-09-2023,Cheque Payment,789012,25000,,189251
210,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,26-09-2023,17:20:55,26-09-2023,Flipkart Purchase,,3800,,185451
211,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,30-09-2023,11:00:00,30-09-2023,Salary Credit,,,65000,250451
212,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,30-09-2023,23:59:59,30-09-2023,Quarterly Interest Credit,,,2504.51,252955.51
213,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,04-10-2023,13:45:30,04-10-2023,Mobile Bill Payment-Airtel,,899,,252056.51
214,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,07-10-2023,9:45:13,07-10-2023,SIP Investment-ICICI Prudential,,5000,,247056.51
215,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,12-10-2023,16:30:22,12-10-2023,POS Transaction-Reliance Digital,,15000,,232056.51
216,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,18-10-2023,10:15:40,18-10-2023,NEFT Received from Priya,,,8000,240056.51
217,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,24-10-2023,14:50:55,24-10-2023,Car Insurance Premium,,12000,,228056.51
218,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,30-10-2023,11:00:00,30-10-2023,Salary Credit,,,65000,293056.51
219,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,03-11-2023,15:20:18,03-11-2023,Electricity Bill Payment-BEST,,2100,,290956.51
220,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,07-11-2023,9:45:13,07-11-2023,SIP Investment-ICICI Prudential,,5000,,285956.51
221,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,13-11-2023,12:35:40,13-11-2023,UPI-BigBasket Groceries,,3500,,282456.51
222,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,19-11-2023,17:10:25,19-11-2023,ATM Withdrawal - SBI ATM Andheri,,10000,,272456.51
223,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,25-11-2023,11:45:33,25-11-2023,IMPS Transfer to Neha,,5000,,267456.51
224,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,30-11-2023,11:00:00,30-11-2023,Salary Credit,,,65000,332456.51
225,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,04-12-2023,14:30:22,04-12-2023,Mobile Recharge-Vodafone,,799,,331657.51
226,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,07-12-2023,9:45:13,07-12-2023,SIP Investment-ICICI Prudential,,5000,,326657.51
227,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,12-12-2023,16:55:40,12-12-2023,POS Transaction-Croma,,8000,,318657.51
228,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,18-12-2023,10:20:18,18-12-2023,Cheque Deposit,345678,,20000,338657.51
229,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,24-12-2023,13:40:55,24-12-2023,UPI-Myntra Shopping,,4500,,334157.51
230,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,30-12-2023,11:00:00,30-12-2023,Salary Credit,,,65000,399157.51
231,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,31-12-2023,23:59:59,31-12-2023,Quarterly Interest Credit,,,3991.58,403149.09
232,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,03-01-2024,15:15:30,03-01-2024,Electricity Bill Payment-BEST,,2400,,400749.09
233,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,07-01-2024,9:45:13,07-01-2024,SIP Investment-ICICI Prudential,,5000,,395749.09
234,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,13-01-2024,17:30:22,13-01-2024,Amazon Prime Subscription,,1499,,394250.09
235,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,19-01-2024,11:10:40,19-01-2024,NEFT-Income Tax Refund,,,12000,406250.09
236,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,25-01-2024,14:45:55,25-01-2024,POS Transaction-Lifestyle,,6000,,400250.09
237,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,30-01-2024,11:00:00,30-01-2024,Salary Credit,,,65000,465250.09
238,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,04-02-2024,13:20:18,04-02-2024,Mobile Bill Payment-Jio,,799,,464451.09
239,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,07-02-2024,9:45:13,07-02-2024,SIP Investment-ICICI Prudential,,5000,,459451.09
240,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,12-02-2024,16:35:40,12-02-2024,UPI-Dominos Pizza,,750,,458701.09
241,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,18-02-2024,10:50:25,18-02-2024,ATM Withdrawal - ICICI Bank ATM Juhu,,8000,,450701.09
242,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,24-02-2024,15:15:33,24-02-2024,IMPS Transfer to Amit,,15000,,435701.09
243,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,29-02-2024,11:00:00,29-02-2024,Salary Credit,,,65000,500701.09
244,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,04-03-2024,14:40:22,04-03-2024,Electricity Bill Payment-BEST,,2250,,498451.09
245,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,07-03-2024,9:45:13,07-03-2024,SIP Investment-ICICI Prudential,,5000,,493451.09
246,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,13-03-2024,17:25:40,13-03-2024,POS Transaction-Westside,,4500,,488951.09
247,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,19-03-2024,11:30:18,19-03-2024,Cheque Payment,901234,30000,,458951.09
248,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,25-03-2024,16:50:55,25-03-2024,UPI-Uber Ride,,350,,458601.09
249,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,30-03-2024,11:00:00,30-03-2024,Salary Credit,,,65000,523601.09
250,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,31-03-2024,23:59:59,31-03-2024,Quarterly Interest Credit,,,5236.01,528837.1
251,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,04-04-2024,15:10:30,04-04-2024,Mobile Recharge-Airtel,,999,,527838.1
252,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,07-04-2024,9:45:13,07-04-2024,SIP Investment-ICICI Prudential,,5000,,522838.1
253,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,13-04-2024,18:20:22,13-04-2024,UPI-Swiggy Food Order,,950,,521888.1
254,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,19-04-2024,10:45:40,19-04-2024,NEFT Received from Sanjay,,,10000,531888.1
255,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,25-04-2024,14:15:55,25-04-2024,POS Transaction-12athlon,,3500,,528388.1
256,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,30-04-2024,11:00:00,30-04-2024,Salary Credit,,,65000,593388.1
257,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,03-05-2024,13:30:18,03-05-2024,Electricity Bill Payment-BEST,,2300,,591088.1
258,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,07-05-2024,9:45:13,07-05-2024,SIP Investment-ICICI Prudential,,5000,,586088.1
259,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,13-05-2024,16:40:40,13-05-2024,Movie Tickets-PVR Cinemas,,1000,,585088.1
260,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,19-05-2024,11:15:25,19-05-2024,ATM Withdrawal - Axis Bank ATM Powai,,7000,,578088.1
261,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,25-05-2024,15:50:33,25-05-2024,IMPS Transfer to Sneha,,8000,,570088.1
262,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,30-05-2024,11:00:00,30-05-2024,Salary Credit,,,65000,635089.1
263,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,04-06-2024,14:25:22,04-06-2024,Mobile Bill Payment-Vodafone,,899,,634191.1
264,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,07-06-2024,9:45:13,07-06-2024,SIP Investment-ICICI Prudential,,5000,,629192.1
265,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,13-06-2024,17:35:40,13-06-2024,POS Transaction-H&M,,3500,,625693.1
266,Customer4,1234500004,c4@gmail.com,4,Savings ,Customer_Address4,Branch4,BARB0IFSC4,MICR4,Branch_Address4,19-06-2024,10:50:18,19-06-2024,Cheque Deposit,567890,,25000,650694.1
